epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,13990.5,0.79325,0.68464,0.95774,0.77126,0.74711,0.82731,0.69871,0.70726,0.58181,0.9031,0.003961,0.003961,0.003961
63,14184.9,0.7943,0.68427,0.95937,0.77758,0.74157,0.82772,0.69935,0.70696,0.58089,0.90302,0.003862,0.003862,0.003862
64,14379,0.79138,0.68126,0.95835,0.77902,0.74166,0.82829,0.70014,0.70628,0.5796,0.90284,0.003763,0.003763,0.003763
65,14572.4,0.78934,0.67642,0.95439,0.77884,0.73999,0.82875,0.7011,0.7061,0.57894,0.90252,0.003664,0.003664,0.003664
66,14766.1,0.7894,0.67903,0.95628,0.78046,0.73707,0.82945,0.701,0.706,0.57843,0.90233,0.003565,0.003565,0.003565
67,14960.4,0.78785,0.67669,0.95564,0.77849,0.7399,0.82994,0.70185,0.70563,0.57792,0.90224,0.003466,0.003466,0.003466
68,15154.5,0.78536,0.6758,0.95469,0.77712,0.7418,0.83026,0.70238,0.70553,0.57691,0.90211,0.003367,0.003367,0.003367
69,15347.7,0.78741,0.67569,0.95546,0.78141,0.7384,0.83054,0.70291,0.70516,0.57628,0.90198,0.003268,0.003268,0.003268
70,15541.3,0.78566,0.67336,0.95272,0.78222,0.73894,0.83088,0.70322,0.70479,0.57565,0.90167,0.003169,0.003169,0.003169
71,15733.7,0.78473,0.6703,0.95186,0.78135,0.74206,0.8312,0.70403,0.70458,0.57476,0.90135,0.00307,0.00307,0.00307
72,15928.6,0.7833,0.66986,0.95244,0.77686,0.74277,0.83174,0.70448,0.70419,0.57447,0.90103,0.002971,0.002971,0.002971
73,16122.3,0.78213,0.66621,0.95092,0.77856,0.74467,0.83259,0.70531,0.70416,0.57353,0.90074,0.002872,0.002872,0.002872
74,16315.8,0.77814,0.66277,0.95055,0.78101,0.74677,0.83315,0.70607,0.70377,0.57286,0.90032,0.002773,0.002773,0.002773
75,16510.3,0.77771,0.66175,0.95156,0.78304,0.7457,0.83347,0.70683,0.70306,0.57213,0.89996,0.002674,0.002674,0.002674
76,16702.4,0.77437,0.65774,0.94806,0.78336,0.74916,0.83378,0.70753,0.70282,0.57225,0.8998,0.002575,0.002575,0.002575
77,16893.9,0.77662,0.65863,0.9496,0.78207,0.74968,0.83437,0.70821,0.70233,0.57108,0.89973,0.002476,0.002476,0.002476
78,17086.2,0.77617,0.65663,0.94983,0.78146,0.75124,0.83469,0.70865,0.70211,0.57002,0.89962,0.002377,0.002377,0.002377
79,17280.1,0.7729,0.65353,0.94796,0.77977,0.75534,0.83519,0.70915,0.70173,0.56941,0.8993,0.002278,0.002278,0.002278
80,17473.2,0.77247,0.65295,0.94785,0.77975,0.7558,0.83542,0.70952,0.70136,0.56875,0.89909,0.002179,0.002179,0.002179
81,17665.8,0.76963,0.65034,0.94652,0.78319,0.75355,0.83584,0.70974,0.70095,0.5685,0.89887,0.00208,0.00208,0.00208
82,17860.9,0.76965,0.64897,0.94752,0.7781,0.75908,0.83632,0.71015,0.7011,0.5677,0.89888,0.001981,0.001981,0.001981
83,18052.7,0.7698,0.64616,0.94681,0.77377,0.76223,0.83651,0.71019,0.70068,0.5673,0.89872,0.001882,0.001882,0.001882
84,18246.7,0.76548,0.64296,0.94514,0.77244,0.76612,0.83664,0.71067,0.70056,0.56698,0.89847,0.001783,0.001783,0.001783
85,18441.6,0.76297,0.64018,0.946,0.77266,0.76553,0.83695,0.7113,0.70011,0.56681,0.89834,0.001684,0.001684,0.001684
86,18634.8,0.76278,0.63786,0.94473,0.77831,0.763,0.83728,0.71143,0.69981,0.5667,0.89805,0.001585,0.001585,0.001585
87,18827.4,0.7616,0.63659,0.94311,0.7785,0.76293,0.83798,0.71208,0.69941,0.56629,0.89772,0.001486,0.001486,0.001486
88,19022.6,0.75954,0.63375,0.94445,0.77619,0.76495,0.83823,0.71269,0.69959,0.56655,0.89776,0.001387,0.001387,0.001387
89,19218.4,0.75658,0.62902,0.9432,0.77757,0.76513,0.83857,0.71288,0.69905,0.56548,0.89751,0.001288,0.001288,0.001288
90,19411.1,0.75642,0.6287,0.94314,0.77789,0.76605,0.83896,0.71341,0.69878,0.56497,0.89732,0.001189,0.001189,0.001189
91,19630.9,0.72557,0.56892,0.92537,0.77879,0.76471,0.83938,0.71374,0.69858,0.56413,0.89715,0.00109,0.00109,0.00109
92,19823.8,0.72091,0.56338,0.92446,0.77965,0.7653,0.83963,0.71453,0.6981,0.56369,0.89696,0.000991,0.000991,0.000991
93,20019.5,0.71766,0.55836,0.9245,0.78033,0.76579,0.83997,0.71533,0.69793,0.56353,0.89684,0.000892,0.000892,0.000892
94,20212.1,0.71641,0.55462,0.92027,0.77827,0.76913,0.84042,0.71596,0.69746,0.56283,0.89654,0.000793,0.000793,0.000793
95,20404.8,0.71522,0.55127,0.91999,0.77509,0.77063,0.84082,0.71612,0.69709,0.56191,0.89641,0.000694,0.000694,0.000694
96,20594.9,0.71371,0.54882,0.91667,0.77691,0.76658,0.84135,0.71671,0.69658,0.56134,0.89595,0.000595,0.000595,0.000595
97,20787.8,0.71119,0.54471,0.9183,0.77613,0.76649,0.84145,0.71688,0.6961,0.56098,0.89559,0.000496,0.000496,0.000496
98,20980.6,0.70852,0.54099,0.91719,0.77275,0.77436,0.84181,0.71735,0.69567,0.56022,0.89548,0.000397,0.000397,0.000397
99,21172.6,0.70579,0.53736,0.9166,0.77016,0.77661,0.84185,0.71754,0.69519,0.55973,0.89528,0.000298,0.000298,0.000298
100,21364.8,0.70456,0.53601,0.91564,0.77125,0.77577,0.84212,0.71748,0.69517,0.55947,0.89519,0.000199,0.000199,0.000199
